name,author,type,url,previewURL,price,timeHours,timeMinutes,productImage
The Benoni is back in business,Rustam Kasimdzhanov,FritzTrainer,https://shop.chessbase.com/en/products/kasimdzhanov_benoni_back_in_business,//youtube.com/embed/HN2yC59AnaY,29.65,5,45,https://shop.chessbase.com/en/pics/bp_8458
Sicilian Dragon: The Real Deal! Part 1: Understanding The Dragon,Chris Ward,FritzTrainer,https://shop.chessbase.com/en/products/ward_sicilian_dragon_part_1,//youtube.com/embed/n52ojzDiaOI,29.65,5,20,https://shop.chessbase.com/en/pics/bp_8515
An Attacking Repertoire with 1.d4 Vol.3,Nicholas Pert,FritzTrainer,https://shop.chessbase.com/en/products/pert_attacking_repertoire_with_d4_vol_3,//youtube.com/embed/JeJ8Bl31m98,29.65,5,,https://shop.chessbase.com/en/pics/bp_8441
How to combat rare lines as Black,Sergei Tiviakov,FritzTrainer,https://shop.chessbase.com/en/products/tiviakov_how_to_combat_rare_lines_as_black,//youtube.com/embed/Q-9t639OxCU,27.67,,,https://shop.chessbase.com/en/pics/bp_6616
Power Play 21: A repertoire for black against the Anti-Sicilians,Daniel King,FritzTrainer,https://shop.chessbase.com/en/products/king_powerplay21_repertoire_against_anti_sicilians,//youtube.com/embed/g4vxeKGbJks,29.65,5,22,https://shop.chessbase.com/en/pics/bp_6705
A Repertoire against the Sicilian,Lorin D'Costa,FritzTrainer,https://shop.chessbase.com/en/products/dcosta_murphy_a_repertoire_against_the_sicilian,//youtube.com/embed/NJe90s7q02I,27.67,6,,https://shop.chessbase.com/en/pics/bp_7786
Ruy Lopez: Attack with the Schliemann,Sam Collins,FritzTrainer,https://shop.chessbase.com/en/products/collins_ruy_lopez_attack_with_the_schliemann,//youtube.com/embed/1oxuBI3x_eY,29.65,,48,https://shop.chessbase.com/en/pics/bp_7812
Catastrophe in the Opening,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/martin_catastrophe_in_the_opening,//youtube.com/embed/QYi8yuxg2Vc,29.65,5,35,https://shop.chessbase.com/en/pics/bp_7882
The Classical French - Main Line,Rustam Kasimdzhanov,FritzTrainer,https://shop.chessbase.com/en/products/kasimdzhanov_classical_french_main_line,//youtube.com/embed/5GGjwEvNAXY,29.65,5,05,https://shop.chessbase.com/en/pics/bp_7863
The Spanish Fianchetto,Sam Collins,FritzTrainer,https://shop.chessbase.com/en/products/collins_the_spanish_fianchetto,//youtube.com/embed/ce2LNjx6Gfw,29.65,4,9,https://shop.chessbase.com/en/pics/bp_7974
Open Games with ...Bc5,Sam Collins,FritzTrainer,https://shop.chessbase.com/en/products/collins_open_games_with_bc5,//youtube.com/embed/hE2JjztOGP4,29.65,,13,https://shop.chessbase.com/en/pics/bp_8026
Smash the Sicilian with the Smith-Morra Gambit,Michael Rahal,FritzTrainer,https://shop.chessbase.com/en/products/rahal_smith_morra_gambit,//youtube.com/embed/zhDOB7KoDEM,29.65,,5,https://shop.chessbase.com/en/pics/bp_8177
The Popular Italian,Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/bologan_the_popular_italian,//youtube.com/embed/rTTloMTIl6w,29.65,,,https://shop.chessbase.com/en/pics/bp_8138
The Vienna Variation,Yannick Pelletier,FritzTrainer,https://shop.chessbase.com/en/products/pelletier_vienna_variation,//youtube.com/embed/r-py_49zcA0,29.65,,22,https://shop.chessbase.com/en/pics/bp_8181
My Black Secrets in the Modern Italian,Wesley So,FritzTrainer,https://shop.chessbase.com/en/products/wesley_so_my_black_secrets_in_the_modern_italian,//youtube.com/embed/M4SAb9FfW-0,34.61,,04,https://shop.chessbase.com/en/pics/bp_8123
The Open Sicilian Bundle,Roeland Pruijsses,FritzTrainer,https://shop.chessbase.com/en/products/pruijssers_zwirs_how_to_slay_the_sicilian_1_to_3_and_tactic_toolbox,"//youtube.com/embed/_FUnpVFnS-Y,//youtube.com/embed/q9xC_EZShSo,//youtube.com/embed/nUTeVSZIVHQ,//youtube.com/embed/e2E0FxOVhBU",99.06,37,,https://shop.chessbase.com/en/pics/bp_8480
Power Play 27: The King's Gambit,Daniel King,FritzTrainer,https://shop.chessbase.com/en/products/king_powerplay_27_kings_gambit,//youtube.com/embed/lMEVRHJ4Pog,29.65,5,50,https://shop.chessbase.com/en/pics/bp_8459
Fundamentals of Chess Openings,Qiyu Zhou,FritzTrainer,https://shop.chessbase.com/en/products/zhou_fundamentals_of_chess_openings,//youtube.com/embed/boD5khZuYB8,29.65,5,50,https://shop.chessbase.com/en/pics/bp_8469
Mastering the Sicilian Najdorf,Yannick Pelletier,FritzTrainer,https://shop.chessbase.com/en/products/pelletier_mastering_the_sicilian_najdorf,//youtube.com/embed/htONdK2y5Vw,29.65,,,https://shop.chessbase.com/en/pics/bp_8442
The London System with 2.Bf4 Reloaded,Simon Williams,FritzTrainer,https://shop.chessbase.com/en/products/williams_the_london_system_reloaded,//youtube.com/embed/W-s0kVKFiyo,29.65,7,16,https://shop.chessbase.com/en/pics/bp_8330
Tactic Toolbox London System,Simon Williams,FritzTrainer,https://shop.chessbase.com/en/products/williams_tactic_toolbox_london_system,//youtube.com/embed/KxAWe9jTWq8,29.65,3,14,https://shop.chessbase.com/en/pics/bp_8331
How to play the Ruy Lopez with Qe2,Sergei Tiviakov,FritzTrainer,https://shop.chessbase.com/en/products/tiviakov_the_ruy_lopez_with_qe2,//youtube.com/embed/ouCEWUjSd30,29.65,6,30,https://shop.chessbase.com/en/pics/bp_8511
London System with 2.Bf4 Reloaded and Tactic Toolbox London System,Simon Williams,FritzTrainer,https://shop.chessbase.com/en/products/williams_london_system_bundle,"//youtube.com/embed/W-s0kVKFiyo,//youtube.com/embed/KxAWe9jTWq8",54.43,7,16,https://shop.chessbase.com/en/pics/bp_8411
Power Play 28: Tactic Toolbox King's Gambit,Daniel King,FritzTrainer,https://shop.chessbase.com/en/products/king_powerplay_28_tactic_toolbox_kings_gambit,//youtube.com/embed/6gWJ9_0IMXA,29.65,3,,https://shop.chessbase.com/en/pics/bp_8485
Power Play 27 and 28 - The King's Gambit and Tactic Toolbox,Daniel King,FritzTrainer,https://shop.chessbase.com/en/products/king_powerplay_27_and_28_kings_gambit,"//youtube.com/embed/lMEVRHJ4Pog,//youtube.com/embed/6gWJ9_0IMXA",54.43,5,50,https://shop.chessbase.com/en/pics/bp_8496
The Benko Gambit Explained,Erwin l'Ami,FritzTrainer,https://shop.chessbase.com/en/products/lami_the_benko_gambit_explained,//youtube.com/embed/x6xTWD1NW2k,29.65,6,30,https://shop.chessbase.com/en/pics/bp_8453
Power Play 1-28,Daniel King,FritzTrainer,https://shop.chessbase.com/en/products/king_powerplay_1_to_28,,554.30,,,https://shop.chessbase.com/Content/Layout2018/new_product_en.png
The Torre Attack,Simon Williams,FritzTrainer,https://shop.chessbase.com/en/products/williams_the_torre_attack,//youtube.com/embed/KCCYEPfJ5YA,29.65,7,60,https://shop.chessbase.com/en/pics/bp_8326
The Colle-Koltanowski System,Simon Williams,FritzTrainer,https://shop.chessbase.com/en/products/williams_the_colle_koltanowski_system,//youtube.com/embed/Psgc1B5ZIwQ,29.65,5,60,https://shop.chessbase.com/en/pics/bp_8327
The White Sniper,Charlie Storey,FritzTrainer,https://shop.chessbase.com/en/products/storey_the_white_sniper,//youtube.com/embed/JlEoElyPoTg,29.65,6,40,https://shop.chessbase.com/en/pics/bp_8454
Opening package: 1.b3 and Black Secrets in the Modern Italian,Wesley So,FritzTrainer,https://shop.chessbase.com/en/products/wesley_so_opening_package,"//youtube.com/embed/ZvcHzMKhh8k,//youtube.com/embed/M4SAb9FfW-0",62.37,,50,https://shop.chessbase.com/en/pics/bp_8125
The Shining Sveshnikov Sicilian,Erwin l'Ami,FritzTrainer,https://shop.chessbase.com/en/products/lami_sveshnikov_sicilian,//youtube.com/embed/TNcpgrrhWOc,29.65,8,,https://shop.chessbase.com/en/pics/bp_8332
A Sicilian Stunner - The Kalashnikov,Nicholas Pert,FritzTrainer,https://shop.chessbase.com/en/products/pert_the_kalashnikov_sicilian,//youtube.com/embed/y9NxFUIrlTY,29.65,5,60,https://shop.chessbase.com/en/pics/bp_8334
Mastering Pattern Recognition in the Opening,Robert Ris,FritzTrainer,https://shop.chessbase.com/en/products/ris_mastering_pattern_recognition_the_opening,//youtube.com/embed/Ro7VXXeLLK4,29.65,6,40,https://shop.chessbase.com/en/pics/bp_8413
Tactic Toolbox Open Sicilian,Roeland Pruijsses,FritzTrainer,https://shop.chessbase.com/en/products/pruijssers_zwirs_open_sicilian_tactic_toolbox,//youtube.com/embed/_FUnpVFnS-Y,29.65,7,16,https://shop.chessbase.com/en/pics/bp_8471
How to slay the Sicilian Vol.1 - 2...d6,Roeland Pruijsses,FritzTrainer,https://shop.chessbase.com/en/products/pruijssers_zwirs_how_to_slay_the_sicilian_vol1,//youtube.com/embed/q9xC_EZShSo,29.65,13,,https://shop.chessbase.com/en/pics/bp_8472
How to slay the Sicilian Vol.2 - 2...Nc6,Roeland Pruijsses,FritzTrainer,https://shop.chessbase.com/en/products/pruijssers_zwirs_how_to_slay_the_sicilian_vol2,//youtube.com/embed/nUTeVSZIVHQ,29.65,7,,https://shop.chessbase.com/en/pics/bp_8473
How to slay the Sicilian Vol.3. - 2...e6 and others,Roeland Pruijsses,FritzTrainer,https://shop.chessbase.com/en/products/pruijssers_zwirs_how_to_slay_the_sicilian_vol3,//youtube.com/embed/e2E0FxOVhBU,29.65,10,,https://shop.chessbase.com/en/pics/bp_8474
Anti-London System,Yannick Pelletier,FritzTrainer,https://shop.chessbase.com/en/products/pelletier_anti_london_system_english,//youtube.com/embed/EVCw0fyc_hE,29.65,,50,https://shop.chessbase.com/en/pics/bp_8316
The nasty Nimzowitsch Defence,Christian Bauer,FritzTrainer,https://shop.chessbase.com/en/products/bauer_nasty_nimzowitsch_defence,//youtube.com/embed/_0lDard_0-4,29.65,3,44,https://shop.chessbase.com/en/pics/bp_8383
Marin's English Love Vol.1 and 2 - A complete repertoire for White after 1.c4,Mihail Marin,FritzTrainer,https://shop.chessbase.com/en/products/marin_english_love_vol_1_and_2,"//youtube.com/embed/oq5CyU0pQ0w,//youtube.com/embed/dR9ajFz0WIw",54.43,,13,https://shop.chessbase.com/en/pics/bp_8313
Marin's English Love - A complete repertoire for White after 1.c4 Vol.1,Mihail Marin,FritzTrainer,https://shop.chessbase.com/en/products/marin_english_love_vol1,//youtube.com/embed/oq5CyU0pQ0w,29.65,,13,https://shop.chessbase.com/en/pics/bp_8301
Marin's English Love - A complete repertoire for White after 1.c4 Vol.2,Mihail Marin,FritzTrainer,https://shop.chessbase.com/en/products/marin_english_love_vol2,//youtube.com/embed/dR9ajFz0WIw,29.65,,37,https://shop.chessbase.com/en/pics/bp_8302
Attacking Repertoire with 1.d4! Vol. 1,Nicholas Pert,FritzTrainer,https://shop.chessbase.com/en/products/pert_attacking_repertoire_with_d4_vol_1,//youtube.com/embed/24OeNrVVgeo,29.65,,35,https://shop.chessbase.com/en/pics/bp_8286
Attacking Repertoire with 1.d4! Vol. 2,Nicholas Pert,FritzTrainer,https://shop.chessbase.com/en/products/pert_attacking_repertoire_with_d4_vol_2,//youtube.com/embed/eCsDRp6e51E,29.65,,50,https://shop.chessbase.com/en/pics/bp_8287
A nightmare for the Najdorf,Sergei Tiviakov,FritzTrainer,https://shop.chessbase.com/en/products/tiviakov_nightmare_for_the_najdorf,//youtube.com/embed/wJxq0NxTLPs,29.65,5,20,https://shop.chessbase.com/en/pics/bp_8430
A modern approach against the Sicilian Vol.1: The Rossolimo Variation,Jan Werle,FritzTrainer,https://shop.chessbase.com/en/products/werle_the_rossolimo_variation,//youtube.com/embed/bo19u3znu0s,29.65,,,https://shop.chessbase.com/en/pics/bp_8435
A modern approach against the Sicilian Vol.2: The Moscow Variation,Jan Werle,FritzTrainer,https://shop.chessbase.com/en/products/werle_the_moscow_variation,//youtube.com/embed/QeHfMxwlbEs,29.65,8,,https://shop.chessbase.com/en/pics/bp_8436
The Rossolimo and Moscow Variation Bundle,Jan Werle,FritzTrainer,https://shop.chessbase.com/en/products/werle_rossolimo_moscow_variation_bundle,"//youtube.com/embed/bo19u3znu0s,//youtube.com/embed/QeHfMxwlbEs",54.43,5,30,https://shop.chessbase.com/en/pics/bp_8448
My Secret Weapon: 1.b3,Wesley So,FritzTrainer,https://shop.chessbase.com/en/products/wesley_so_my_secret_weapon_1b3,//youtube.com/embed/ZvcHzMKhh8k,34.61,,50,https://shop.chessbase.com/en/pics/bp_8122
The Baffling 2.b3 Sicilian,Lawrence Trent,FritzTrainer,https://shop.chessbase.com/en/products/trent_the_baffling_b3_sicilian,//youtube.com/embed/L8WkRz1zjLs,29.65,5,,https://shop.chessbase.com/en/pics/bp_8186
The Accelerated Dragon,Nadezhda Kosintseva,FritzTrainer,https://shop.chessbase.com/en/products/kosintseva_accelerated_dragon,//youtube.com/embed/OlWbrY4fnLo,29.65,,51,https://shop.chessbase.com/en/pics/bp_8163
A lifetime repertoire: Play the Nimzo Indian,Rustam Kasimdzhanov,FritzTrainer,https://shop.chessbase.com/en/products/kasimdzhanov_a_lifetime_repertoire_play_the_nimzo_indian,//youtube.com/embed/s5eoKHvf4J8,29.65,,47,https://shop.chessbase.com/en/pics/bp_8145
How Bobby Fischer battled the Sicilian,Adrian Mikhalchishin,FritzTrainer,https://shop.chessbase.com/en/products/mikhalchishin_how_bobby_fischer_battled_the_sicilian,,29.65,4,,https://shop.chessbase.com/en/pics/bp_8184
Le Système de Londres avec 2.Ff4 (French language),Christian Bauer,FritzTrainer,https://shop.chessbase.com/en/products/bauer_le_systeme_de_londres,//youtube.com/embed/DeH8rNdEdZU,29.65,,16,https://shop.chessbase.com/en/pics/bp_8318
Winning with the King's Indian Attack,Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/bologan_winning_with_the_kings_indian_attack,//youtube.com/embed/8PK1we83Ehk,29.65,,27,https://shop.chessbase.com/en/pics/bp_8171
The Tarrasch Defence,Erwin l'Ami,FritzTrainer,https://shop.chessbase.com/en/products/lami_tarrasch_defence,//youtube.com/embed/Znqv_YOwHhw,29.65,7,,https://shop.chessbase.com/en/pics/bp_8182
The Bombastic Bird's - an energetic and exciting repertoire after 1.f4,Lawrence Trent,FritzTrainer,https://shop.chessbase.com/en/products/trent_bombastic_birds,//youtube.com/embed/zqJ9btaY1fQ,29.65,,21,https://shop.chessbase.com/en/pics/bp_8285
Queen's Indian Defence - The Modern Approach,Sergei Tiviakov,FritzTrainer,https://shop.chessbase.com/en/products/tiviakov_queens_indian_defence_the_modern_approach,//youtube.com/embed/TAMDur-_50g,29.65,10,,https://shop.chessbase.com/en/pics/bp_8379
The Aggressive Classical Dutch for Black,Nicholas Pert,FritzTrainer,https://shop.chessbase.com/en/products/pert_the_aggressive_classical_dutch,//youtube.com/embed/lPx-FlTA-Fw,29.65,,,https://shop.chessbase.com/en/pics/bp_8192
Rocket Repertoire: The Four Knights,Simon Williams,FritzTrainer,https://shop.chessbase.com/en/products/williams_rocket_repertoire_the_four_knights,//youtube.com/embed/oZIxtn9ceAw,29.65,,60,https://shop.chessbase.com/en/pics/bp_8049
Reti - A Repertoire for White,Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/bologan_reti_a_repertoire_for_white,//youtube.com/embed/4D_WyTYx1Yw,29.65,,31,https://shop.chessbase.com/en/pics/bp_8050
The surprising Sicilian - Shock your opponent with an early ...Qb6,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/martin_the_surprising_sicilian_early_qb6,//youtube.com/embed/5mY1DlFXuNk,29.65,,19,https://shop.chessbase.com/en/pics/bp_8132
The Tactical Chigorin,Simon Williams,FritzTrainer,https://shop.chessbase.com/en/products/williams_the_tactical_chigorin,//youtube.com/embed/nzziz9Gfc4c,29.65,6,19,https://shop.chessbase.com/en/pics/bp_8069
The Reliable Petroff,Daniel Fernandez,FritzTrainer,https://shop.chessbase.com/en/products/fernandez_the_reliable_petroff,//youtube.com/embed/2-B3jJ31LhM,29.65,,29,https://shop.chessbase.com/en/pics/bp_8183
Meeting the Gambits Vol.2 - Gambits after 1.d4,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/martin_meeting_the_gambits_vol2,//youtube.com/embed/l2VAYnOMGsA	,29.65,,49,https://shop.chessbase.com/en/pics/bp_8172
The Amazing Albin Counter-Gambit,Lawrence Trent,FritzTrainer,https://shop.chessbase.com/en/products/trent_the_amazing_albin_counter_gambit,//youtube.com/embed/M5rFq2XSxYo,29.65,,05,https://shop.chessbase.com/en/pics/bp_8146
The Beasty Botvinnik Variation in the Semi-Slav!,Erwin l'Ami,FritzTrainer,https://shop.chessbase.com/en/products/lami_the_beasty_botvinnik_variation_in_the_semi_slav,//youtube.com/embed/Zzk60HTFJ6Q,29.65,,26,https://shop.chessbase.com/en/pics/bp_8093
